title,actor,writer,genre,country,director,rating,score,year,release,runtime
Mac and Me,Christine Ebersole,Stewart Raffill,Adventure,USA,Stewart Raffill,PG,3.4,1988,12-8-1988,95
Tucker: The Man and His Dream,Jeff Bridges,Arnold Schulman,Biography,USA,Francis Ford Coppola,PG,6.9,1988,12-8-1988,110
Cage,Lou Ferrigno,Hugh Kelley,Action,USA,Lang Elliott,R,4.9,1989,1-9-1989,100
National Lampoon's Christmas Vacation,Chevy Chase,John Hughes,Comedy,USA,Jeremiah S. Chechik,PG-13,7.6,1989,1-12-1989,97
Vampire's Kiss,Nicolas Cage,Joseph Minion,Comedy,USA,Robert Bierman,R,5.9,1988,2-6-1989,103
No Holds Barred,Hulk Hogan,Dennis Hackin,Action,USA,Thomas J. Wright,PG-13,4.3,1989,2-6-1989,93
Renegades,Kiefer Sutherland,David Rich,Action,USA,Jack Sholder,R,5.3,1989,2-6-1989,106
Parenthood,Steve Martin,Lowell Ganz,Comedy,USA,Ron Howard,PG-13,7,1989,2-8-1989,124
Who's Harry Crumb?,John Candy,Robert Conte,Comedy,USA,Paul Flaherty,PG-13,5.8,1989,3-2-1989,94
Her Alibi,Tom Selleck,Charlie Peters,Comedy,USA,Bruce Beresford,PG,5.7,1989,3-2-1989,94
Wicked Stepmother,Bette Davis,Larry Cohen,Comedy,USA,Larry Cohen,PG-13,4.1,1989,3-2-1989,90
Kinjite: Forbidden Subjects,Charles Bronson,Harold Nebenzal,Action,USA,J. Lee Thompson,R,5.4,1989,3-2-1989,97
Heart of Midnight,Jennifer Jason Leigh,Matthew Chapman,Drama,USA,Matthew Chapman,R,5.3,1988,3-3-1989,93
Lean on Me,Morgan Freeman,Michael Schiffer,Drama,USA,John G. Avildsen,PG-13,7.4,1989,3-3-1989,108
Dream a Little Dream,Corey Feldman,Daniel Jay Franklin,Comedy,USA,Marc Rocco,PG-13,5.9,1989,3-3-1989,114
Skin Deep,John Ritter,Blake Edwards,Comedy,USA,Blake Edwards,R,6.1,1989,3-3-1989,97
Farewell to the King,Nick Nolte,Pierre Schoendoerffer,Action,USA,John Milius,PG-13,6.3,1989,3-3-1989,117
Out Cold,John Lithgow,Leonard Glasser,Comedy,USA,Malcolm Mowbray,R,5.5,1989,3-3-1989,92
After Midnight,Jillian McWhirter,Ken Wheat,Horror,USA,Jim Wheat,R,5.6,1989,3-11-1989,90
Crimes and Misdemeanors,Martin Landau,Woody Allen,Comedy,USA,Woody Allen,PG-13,8,1989,3-11-1989,104
The Phantom of the Opera,Robert Englund,Gaston Leroux,Drama,USA,Dwight H. Little,R,5.5,1989,3-11-1989,93
Stepfather II,Terry O'Quinn,Carolyn Lefcourt,Horror,UK,Jeff Burr,R,5.6,1989,3-11-1989,93
Second Sight,John Larroquette,Tom Schulman,Comedy,USA,Joel Zwick,PG,4.4,1989,3-11-1989,83
Bloodhounds of Broadway,Josef Sommer,Howard Brookner,Comedy,USA,Howard Brookner,PG,5.7,1989,3-11-1989,93
A Chorus of Disapproval,Jeremy Irons,Alan Ayckbourn,Comedy,UK,Michael Winner,PG,5.7,1989,3-11-1989,100
Young Einstein,Yahoo Serious,David Roach,Comedy,Australia,Yahoo Serious,PG,5.1,1988,4-8-1989,91
Lock Up,Sylvester Stallone,Richard Smith,Crime,USA,John Flynn,R,6.4,1989,4-8-1989,109
Out of the Dark,Cameron Dye,J. Greg De Felice,Comedy,USA,Michael Schroeder,R,5.4,1988,5-5-1989,89
Field of Dreams,Kevin Costner,W.P. Kinsella,Drama,USA,Phil Alden Robinson,PG,7.5,1989,5-5-1989,107
Listen to Me,Kirk Cameron,Douglas Day Stewart,Drama,USA,Douglas Day Stewart,PG-13,5.3,1989,5-5-1989,107
Lost Angels,Donald Sutherland,Michael Weller,Drama,USA,Hugh Hudson,R,6.1,1989,5-5-1989,116
Getting It Right,Jesse Birdsall,Elizabeth Jane Howard,Comedy,UK,Randal Kleiser,R,6.5,1989,5-5-1989,100
Weekend at Bernie's,Andrew McCarthy,Robert Klane,Adventure,USA,Ted Kotcheff,PG-13,6.4,1989,5-7-1989,97
The Accidental Tourist,William Hurt,Anne Tyler,Drama,USA,Lawrence Kasdan,PG,6.8,1988,6-1-1989,121
36 fillette,Delphine Zentout,Catherine Breillat,Romance,France,Catherine Breillat,Not specified,6,1988,6-1-1989,88
Life and Nothing But,Philippe Noiret,Jean Cosmos,Drama,France,Bertrand Tavernier,PG,7.5,1989,6-9-1989,100
An Innocent Man,Tom Selleck,Larry Brothers,Action,USA,Peter Yates,R,6.4,1989,6-10-1989,113
Old Gringo,Jane Fonda,Carlos Fuentes,Adventure,USA,Luis Puenzo,R,5.8,1989,6-10-1989,100
Beverly Hills Brats,Peter Billingsley,Terry Moore,Comedy,USA,Jim Sotos,PG-13,3.9,1989,6-10-1989,90
Major League,Tom Berenger,David S. Ward,Comedy,USA,David S. Ward,R,7.2,1989,7-4-1989,107
Terror a bordo,Nicole Kidman,Terry Hayes,Horror,Australia,Phillip Noyce,R,6.8,1989,7-4-1989,96
Cyborg,Jean-Claude Van Damme,Albert Pyun,Action,USA,Albert Pyun,R,5,1989,7-4-1989,86
The Dream Team,Michael Keaton,Jon Connolly,Comedy,USA,Howard Zieff,PG-13,6.5,1989,7-4-1989,113
"I, Madman",Jenny Wright,David Chaskin,Fantasy,USA,Tibor Takács,R,6.1,1989,7-4-1989,89
84C MoPic,Jonathan Emerson,Patrick Sheane Duncan,Drama,USA,Patrick Sheane Duncan,R,7,1989,7-4-1989,95
Lethal Weapon 2,Mel Gibson,Jeffrey Boam,Action,USA,Richard Donner,R,7.2,1989,7-7-1989,114
Kickboxer,Jean-Claude Van Damme,Mark DiSalle,Action,USA,Mark DiSalle,R,6.4,1989,8-9-1989,97
Henry V,Kenneth Branagh,William Shakespeare,Action,UK,Kenneth Branagh,PG-13,7.7,1989,8-11-1989,137
The War of the Roses,Michael Douglas,Warren Adler,Comedy,USA,Danny DeVito,R,6.8,1989,8-12-1989,116
She-Devil,Meryl Streep,Fay Weldon,Comedy,USA,Susan Seidelman,PG-13,5.5,1989,8-12-1989,99
Dead Poets Society,Robin Williams,Tom Schulman,Comedy,USA,Peter Weir,PG,8,1989,9-6-1989,128
Star Trek V: The Final Frontier,William Shatner,Gene Roddenberry,Action,USA,William Shatner,PG,5.4,1989,9-6-1989,107
The Abyss,Ed Harris,James Cameron,Adventure,USA,James Cameron,PG-13,7.6,1989,9-8-1989,145
The Fly II,Eric Stoltz,Mick Garris,Horror,USA,Chris Walas,R,4.9,1989,10-2-1989,105
Cousins,Ted Danson,Jean-Charles Tacchella,Comedy,USA,Joel Schumacher,PG-13,6.3,1989,10-2-1989,109
Tap,Gregory Hines,Nick Castle,Comedy,USA,Nick Castle,PG-13,6.5,1989,10-2-1989,111
The Adventures of Baron Munchausen,John Neville,Charles McKeown,Adventure,UK,Terry Gilliam,PG,7.2,1988,10-3-1989,126
New York Stories,Woody Allen,Richard Price,Comedy,USA,Woody Allen,PG,6.4,1989,10-3-1989,124
Chances Are,Cybill Shepherd,Perry Howze,Comedy,USA,Emile Ardolino,PG,6.4,1989,10-3-1989,108
Police Academy 6: City Under Siege,Bubba Smith,Neal Israel,Comedy,USA,Peter Bonerz,PG,4.2,1989,10-3-1989,84
Jacknife,Robert De Niro,Stephen Metcalfe,Drama,USA,David Hugh Jones,R,6.4,1989,10-3-1989,102
Best of the Best,Eric Roberts,Phillip Rhee,Action,USA,Robert Radler,PG-13,6.4,1989,10-11-1989,97
Dad,Jack Lemmon,William Wharton,Drama,USA,Gary David Goldberg,PG,6.2,1989,10-11-1989,117
Communion,Christopher Walken,Whitley Strieber,Biography,USA,Philippe Mora,R,5.7,1989,10-11-1989,106
Staying Together,Sean Astin,Monte Merrick,Comedy,USA,Lee Grant,R,6.3,1989,10-11-1989,91
Crack House,Jim Brown,Blake Schaffer,Action,USA,Michael Fischa,R,5.6,1989,10-11-1989,90
A Nightmare on Elm Street 5: The Dream Child,Robert Englund,Wes Craven,Fantasy,USA,Stephen Hopkins,R,5.1,1989,11-8-1989,89
Hell High,Maureen Mooney,Leo Evans,Crime,USA,Douglas Grossman,R,5,1989,12-5-1989,84
Earth Girls Are Easy,Geena Davis,Julie Brown,Comedy,UK,Julien Temple,PG,5.2,1988,12-5-1989,100
"See No Evil, Hear No Evil",Richard Pryor,Earl Barret,Comedy,USA,Arthur Hiller,R,6.8,1989,12-5-1989,103
The Return of Swamp Thing,Dick Durock,Len Wein,Sci-Fi,USA,Jim Wynorski,PG-13,4.5,1989,12-5-1989,84
The Rachel Papers,Dexter Fletcher,Damian Harris,Drama,UK,Damian Harris,R,6.1,1989,12-5-1989,95
Night Visitor,Derek Rydall,Randal Viscovich,Horror,USA,Rupert Hitzig,R,4.5,1989,12-5-1989,93
Fist Fighter,Jorge Rivero,Max Bloom,Action,USA,Frank Zuniga,R,5,1989,12-5-1989,100
Longtime Companion,Stephen Caffrey,Craig Lucas,Drama,USA,Norman René,R,7.5,1989,1-5-1990,96
El vengador del futuro,Arnold Schwarzenegger,Philip K. Dick,Action,USA,Paul Verhoeven,R,7.5,1990,1-6-1990,113
Frankenhooker,James Lorinz,Robert Martin,Comedy,USA,Frank Henenlotter,R,6.1,1990,1-6-1990,85
A Cry in the Wild,Jared Rushton,Gary Paulsen,Action,USA,Mark Griffiths,PG,5.4,1990,1-6-1990,82
Young Guns II,Emilio Estevez,John Fusco,Action,USA,Geoff Murphy,PG-13,6.5,1990,1-8-1990,104
Archangel,Michael Gottli,John B. Harvie,Comedy,Canada,Guy Maddin,Not specified,6.8,1990,1-9-1990,90
Cyrano de Bergerac,Gérard Depardieu,Edmond Rostand,Biography,France,Jean-Paul Rappeneau,PG,7.6,1990,1-12-1990,137
Heart Condition,Bob Hoskins,James D. Parriott,Comedy,USA,James D. Parriott,R,5.6,1990,2-2-1990,100
Flashback,Dennis Hopper,David Loughery,Action,USA,Franco Amurri,R,6.2,1990,2-2-1990,108
Stella,Bette Midler,Olive Higgins Prouty,Drama,USA,John Erman,PG-13,6,1990,2-2-1990,109
The Hunt for Red October,Sean Connery,Tom Clancy,Action,USA,John McTiernan,PG,7.6,1990,2-3-1990,135
Jacob's Ladder,Tim Robbins,Bruce Joel Rubin,Drama,USA,Adrian Lyne,R,7.5,1990,2-11-1990,113
Graffiti Bridge,Prince,Prince,Drama,USA,Prince,PG-13,4.3,1990,2-11-1990,95
Roger Corman's Frankenstein Unbound,John Hurt,Brian Aldiss,Drama,USA,Roger Corman,R,5.5,1990,2-11-1990,85
Tune in Tomorrow...,Barbara Hershey,Mario Vargas Llosa,Comedy,USA,Jon Amiel,PG-13,6.2,1990,2-11-1990,107
China Cry: A True Story,Julia Nickson,Nora Lam,Biography,USA,James F. Collier,PG-13,7,1990,2-11-1990,101
Waiting for the Light,Shirley MacLaine,Christopher Monger,Comedy,USA,Christopher Monger,PG,6,1990,2-11-1990,94
DuckTales the Movie: Treasure of the Lost Lamp,Alan Young,Alan Burnett,Animation,France,Bob Hathcock,G,6.9,1990,3-8-1990,74
Mo' Better Blues,Denzel Washington,Spike Lee,Drama,USA,Spike Lee,R,6.6,1990,3-8-1990,129
Metropolitan,Carolyn Farina,Whit Stillman,Comedy,USA,Whit Stillman,PG-13,7.5,1990,3-8-1990,98
The Hairdresser's Husband,Jean Rochefort,Claude Klotz,Comedy,France,Patrice Leconte,R,7.4,1990,3-10-1990,82
A Tale of Springtime,Anne Teyssèdre,Éric Rohmer,Comedy,France,Éric Rohmer,PG,7.4,1990,4-4-1990,108
Last Exit to Brooklyn,Jennifer Jason Leigh,Hubert Selby Jr.,Drama,USA,Uli Edel,R,6.9,1989,4-5-1990,102
Tales from the Darkside: The Movie,Debbie Harry,Michael McDowell,Comedy,USA,John Harrison,R,6.2,1990,4-5-1990,93
Short Time,Dabney Coleman,John Blumenthal,Comedy,USA,Gregg Champion,PG-13,6.4,1990,4-5-1990,97
Daddy's Dyin'... Who's Got the Will?,Beau Bridges,Del Shores,Comedy,USA,Jack Fisk,PG-13,5.8,1990,4-5-1990,95
Die Hard 2,Bruce Willis,Walter Wager,Action,USA,Renny Harlin,R,7.1,1990,4-7-1990,124
Born on the Fourth of July,Tom Cruise,Ron Kovic,Biography,USA,Oliver Stone,R,7.2,1989,5-1-1990,145
Miller's Crossing,Gabriel Byrne,Joel Coen,Crime,USA,Joel Coen,R,7.8,1990,5-10-1990,115
Henry & June,Fred Ward,Anaïs Nin,Biography,USA,Philip Kaufman,NC-17,6.3,1990,5-10-1990,136
Marked for Death,Steven Seagal,Michael Grais,Action,USA,Dwight H. Little,R,5.9,1990,5-10-1990,93
Desperate Hours,Mickey Rourke,Joseph Hayes,Action,USA,Michael Cimino,R,5.4,1990,5-10-1990,105
"The Cook, the Thief, His Wife & Her Lover",Richard Bohringer,Peter Greenaway,Crime,Netherlands,Peter Greenaway,NC-17,7.6,1989,6-4-1990,124
Cry-Baby,Johnny Depp,John Waters,Comedy,USA,John Waters,PG-13,6.5,1990,6-4-1990,85
I Love You to Death,Kevin Kline,John Kostmayer,Comedy,USA,Lawrence Kasdan,R,6.4,1990,6-4-1990,97
Ernest Goes to Jail,Jim Varney,Charlie Cohen,Comedy,USA,John R. Cherry III,PG,5.4,1990,6-4-1990,81
The First Power,Lou Diamond Phillips,Robert Resnikoff,Crime,USA,Robert Resnikoff,R,5.7,1990,6-4-1990,98
Impulse,Theresa Russell,John DeMarco,Crime,USA,Sondra Locke,R,5.7,1990,6-4-1990,109
Jetsons: The Movie,George O'Hanlon,Dennis Marks,Animation,USA,Joseph Barbera,G,5.5,1990,6-7-1990,82
Henry: Portrait of a Serial Killer,Michael Rooker,Richard Fire,Biography,USA,John McNaughton,UNRATED,7,1986,7-9-1990,83
Slumber Party Massacre III,Keely Christian,Catherine Cyran,Comedy,USA,Sally Mattison,R,4.4,1990,7-9-1990,87
The Rookie,Clint Eastwood,Boaz Yakin,Action,USA,Clint Eastwood,R,5.8,1990,7-12-1990,120
How to Make Love to a Negro Without Getting Tired,Isaach De Bankolé,Dany Laferrière,Comedy,Canada,Jacques W. Benoit,Not specified,4.6,1989,8-6-1990,100
Another 48 Hrs.,Eddie Murphy,Roger Spottiswoode,Action,USA,Walter Hill,R,5.8,1990,8-6-1990,93
The Unbelievable Truth,Adrienne Shelly,Action Features,Comedy,USA,Hal Hartley,R,7.5,1989,8-11-1990,90
Time of the Gypsies,Davor Dujmovic,Emir Kusturica,Comedy,UK,Emir Kusturica,R,8.3,1988,9-2-1990,142
Torrents of Spring,Timothy Hutton,Jerzy Skolimowski,Drama,UK,Jerzy Skolimowski,PG-13,6,1989,9-2-1990,100
Hard to Kill,Steven Seagal,Steven McKay,Action,USA,Bruce Malmuth,R,5.7,1990,9-2-1990,96
Stanley & Iris,Jane Fonda,Pat Barker,Drama,USA,Martin Ritt,PG-13,6.3,1990,9-2-1990,104
Loose Cannons,Gene Hackman,Richard Christian Matheson,Action,USA,Bob Clark,R,4.8,1990,9-2-1990,94
The Haunting of Morella,Nicole Eggert,Edgar Allan Poe,Horror,USA,Jim Wynorski,R,3.9,1990,9-2-1990,82
The Handmaid's Tale,Natasha Richardson,Margaret Atwood,Drama,USA,Volker Schlöndorff,R,6,1990,9-3-1990,109
Joe Versus the Volcano,Tom Hanks,John Patrick Shanley,Comedy,USA,John Patrick Shanley,PG,5.7,1990,9-3-1990,102
House Party,Christopher Reid,Reginald Hudlin,Comedy,USA,Reginald Hudlin,R,6.3,1990,9-3-1990,100
Bad Influence,Rob Lowe,David Koepp,Drama,USA,Curtis Hanson,R,6.2,1990,9-3-1990,99
Coupe de Ville,Patrick Dempsey,Mike Binder,Comedy,USA,Joe Roth,PG-13,6.7,1990,9-3-1990,99
Body Chemistry,Marc Singer,Jackson Barr,Drama,USA,Kristine Peterson,R,4.4,1990,9-3-1990,84
Love at Large,Tom Berenger,Alan Rudolph,Comedy,USA,Alan Rudolph,R,5.8,1990,9-3-1990,97
The Last of the Finest,Brian Dennehy,Jere Cunningham,Action,USA,John Mackenzie,R,5.7,1990,9-3-1990,106
Child's Play 2,Alex Vincent,Don Mancini,Horror,USA,John Lafia,R,5.8,1990,9-11-1990,84
The Krays,Gary Kemp,Philip Ridley,Biography,UK,Peter Medak,R,6.7,1990,9-11-1990,115
Reversal of Fortune,Jeremy Irons,Alan M. Dershowitz,Biography,USA,Barbet Schroeder,R,7.3,1990,9-11-1990,111
The Return of Superfly,Nathan Purdee,Anthony Wisdom,Action,USA,Sig Shore,R,5,1990,9-11-1990,95
Flatliners,Kiefer Sutherland,Peter Filardi,Drama,USA,Joel Schumacher,R,6.6,1990,10-8-1990,115
Air America,Mel Gibson,Christopher Robbins,Action,USA,Roger Spottiswoode,R,5.7,1990,10-8-1990,113
The Two Jakes,Jack Nicholson,Robert Towne,Crime,USA,Jack Nicholson,R,6.1,1990,10-8-1990,137
Class of 1999,Bradley Gregg,Mark L. Lester,Action,USA,Mark L. Lester,R,5.8,1990,11-5-1990,99
Def by Temptation,James Bond III,James Bond III,Horror,USA,James Bond III,R,4.4,1990,11-5-1990,95
A Show of Force,Amy Irving,Anne Nelson,Drama,USA,Bruno Barreto,R,5.2,1990,11-5-1990,95
The Adventures of Ford Fairlane,Andrew Dice Clay,Daniel Waters,Action,USA,Renny Harlin,R,6.3,1990,11-7-1990,104
Leatherface: Texas Chainsaw Massacre III,Kate Hodge,Kim Henkel,Horror,USA,Jeff Burr,R,5.2,1990,12-1-1990,81
Internal Affairs,Richard Gere,Henry Bean,Crime,USA,Mike Figgis,R,6.5,1990,12-1-1990,115
Ski Patrol,Roger Rose,Steven Long Mitchell,Action,USA,Rich Correll,PG,5.4,1990,12-1-1990,91
Downtown,Anthony Edwards,Nat Mauldin,Action,USA,Richard Benjamin,R,5.7,1990,12-1-1990,96
The Misadventures of Mr. Wilt,Griff Rhys Jones,Tom Sharpe,Comedy,UK,Michael Tuchner,R,6.3,1990,12-1-1990,92
Tie Me Up! Tie Me Down!,Victoria Abril,Pedro Almodóvar,Comedy,Spain,Pedro Almodóvar,NC-17,7,1989,12-4-1990,101
Memphis Belle,Matthew Modine,Monte Merrick,Action,UK,Michael Caton-Jones,PG-13,6.9,1990,12-10-1990,107
Mr. Destiny,Jim Belushi,James Orr,Comedy,USA,James Orr,PG-13,6.3,1990,12-10-1990,110
"Welcome Home, Roxy Carmichael",Winona Ryder,Karen Leigh Hopkins,Comedy,UK,Jim Abrahams,PG-13,5.9,1990,12-10-1990,95
To Sleep with Anger,Danny Glover,Charles Burnett,Drama,USA,Charles Burnett,PG,7.2,1990,12-10-1990,102
The Sheltering Sky,Debra Winger,Paul Bowles,Adventure,UK,Bernardo Bertolucci,R,6.8,1990,12-12-1990,138
Green Card,Gérard Depardieu,Peter Weir,Comedy,France,Peter Weir,PG-13,6.2,1990,1-2-1991,103
Book of Love,Chris Young,William Kotzwinkle,Comedy,USA,Robert Shaye,R,6.1,1990,1-2-1991,100
Meet the Applegates,Ed Begley Jr.,Michael Lehmann,Comedy,USA,Michael Lehmann,R,5.4,1990,1-2-1991,90
Popcorn,Jill Schoelen,Mitchell Smith,Comedy,USA,Mark Herrier,R,5.7,1991,1-2-1991,91
Run,Patrick Dempsey,Dennis Shryack,Action,USA,Geoff Burrowes,R,6.1,1991,1-2-1991,91
Once Around,Richard Dreyfuss,Malia Scotch Marmo,Comedy,USA,Lasse Hallström,R,6.5,1991,1-2-1991,115
Queens Logic,Kevin Bacon,Tony Spiridakis,Comedy,USA,Steve Rash,R,5.9,1991,1-2-1991,100
The Doors,Val Kilmer,Randall Jahnson,Biography,USA,Oliver Stone,R,7.2,1991,1-3-1991,140
My Heroes Have Always Been Cowboys,Scott Glenn,Joel Don Humphreys,Drama,USA,Stuart Rosenberg,PG,6.4,1991,1-3-1991,100
The People Under the Stairs,Brandon Quintin Adams,Wes Craven,Comedy,USA,Wes Craven,R,6.3,1991,1-11-1991,102
Highlander II: The Quickening,Christopher Lambert,Gregory Widen,Action,UK,Russell Mulcahy,R,4.1,1991,1-11-1991,91
Little Man Tate,Jodie Foster,Scott Frank,Drama,USA,Jodie Foster,PG,6.7,1991,1-11-1991,99
Billy Bathgate,Dustin Hoffman,E.L. Doctorow,Crime,USA,Robert Benton,R,5.9,1991,1-11-1991,106
Year of the Gun,Andrew McCarthy,Michael Mewshaw,Action,USA,John Frankenheimer,R,5.7,1991,1-11-1991,111
29th Street,Anthony LaPaglia,Frank Pesce,Comedy,USA,George Gallo,R,7.3,1991,1-11-1991,101
Return to the Blue Lagoon,Brian Krause,Henry De Vere Stacpoole,Adventure,USA,William A. Graham,PG-13,5.1,1991,2-8-1991,102
Doc Hollywood,Michael J. Fox,Neil B. Shulman,Comedy,USA,Michael Caton-Jones,PG-13,6.1,1991,2-8-1991,104
Body Parts,Jeff Fahey,Pierre Boileau,Horror,USA,Eric Red,R,5.5,1991,2-8-1991,88
A Rage in Harlem,Forest Whitaker,Chester Himes,Comedy,UK,Bill Duke,R,5.9,1991,3-5-1991,100
One Good Cop,Michael Keaton,Heywood Gould,Action,USA,Heywood Gould,R,5.8,1991,3-5-1991,114
Terminator 2: Judgment Day,Arnold Schwarzenegger,James Cameron,Action,USA,James Cameron,R,8.5,1991,3-7-1991,137
Problem Child 2,John Ritter,Scott Alexander,Comedy,USA,Brian Levant,PG-13,4.6,1991,3-7-1991,93
La bella latosa,Michel Piccoli,Pascal Bonitzer,Drama,France,Jacques Rivette,UNRATED,7.8,1991,4-9-1991,238
The Man in the Moon,Sam Waterston,Jenny Wingfield,Drama,USA,Robert Mulligan,PG-13,7.4,1991,4-10-1991,99
Ricochet,Denzel Washington,Fred Dekker,Action,USA,Russell Mulcahy,R,6.1,1991,4-10-1991,102
Suburban Commando,Hulk Hogan,Frank A. Cappello,Action,USA,Burt Kennedy,PG,4.3,1991,4-10-1991,90
Dogfight,River Phoenix,Bob Comfort,Comedy,USA,Nancy Savoca,R,7.5,1991,4-10-1991,94
Black Robe,Lothaire Bluteau,Brian Moore,Adventure,Canada,Bruce Beresford,R,7.1,1991,4-10-1991,101
The Rapture,Mimi Rogers,Michael Tolkin,Drama,USA,Michael Tolkin,R,6.4,1991,4-10-1991,100
The Super,Joe Pesci,Sam Simon,Comedy,USA,Rod Daniel,R,5.5,1991,4-10-1991,84
Shout,John Travolta,Joe Gayton,Drama,USA,Jeffrey Hornaday,PG-13,5,1991,4-10-1991,89
Paradise,Melanie Griffith,Mary Agnes Donoghue,Drama,USA,Mary Agnes Donoghue,PG-13,6.7,1991,4-10-1991,111
Twenty-One,Patsy Kensit,Zoe Heller,Drama,UK,Don Boyd,R,5.3,1991,4-10-1991,92
Defending Your Life,Albert Brooks,Albert Brooks,Comedy,USA,Albert Brooks,PG,7.3,1991,5-4-1991,112
The Marrying Man,Kim Basinger,Neil Simon,Comedy,USA,Jerry Rees,R,5.7,1991,5-4-1991,115
Hangin' with the Homeboys,Doug E. Doug,Joseph B. Vasquez,Comedy,USA,Joseph B. Vasquez,R,7,1991,5-4-1991,100
Slacker,Richard Linklater,Richard Linklater,Comedy,USA,Richard Linklater,R,7.1,1991,5-7-1991,97
The End of Innocence,Dyan Cannon,Dyan Cannon,Drama,USA,Dyan Cannon,R,5.6,1990,5-9-1991,100
Mindwalk,Liv Ullmann,Bernt Amadeus Capra,Drama,USA,Bernt Amadeus Capra,PG,7.6,1990,5-12-1991,112
Closet Land,Madeleine Stowe,Radha Bharadwaj,Drama,USA,Radha Bharadwaj,R,7.2,1991,6-3-1991,100
Company Business,Gene Hackman,Nicholas Meyer,Action,USA,Nicholas Meyer,PG-13,5.7,1991,6-9-1991,98
Crooked Hearts,Peter Berg,Robert Boswell,Drama,USA,Michael Bortman,R,6.1,1991,6-9-1991,113
Star Trek VI: The Undiscovered Country,William Shatner,Gene Roddenberry,Action,USA,Nicholas Meyer,PG,7.2,1991,6-12-1991,113
At Play in the Fields of the Lord,Tom Berenger,Peter Matthiessen,Drama,USA,Hector Babenco,R,6.8,1991,6-12-1991,189
City Slickers,Billy Crystal,Lowell Ganz,Comedy,USA,Ron Underwood,PG-13,6.7,1991,7-6-1991,113
Don't Tell Mom the Babysitter's Dead,Christina Applegate,Neil Landau,Comedy,USA,Stephen Herek,PG-13,6.1,1991,7-6-1991,102
Jungle Fever,Wesley Snipes,Spike Lee,Drama,USA,Spike Lee,R,6.5,1991,7-6-1991,132
The NeverEnding Story II: The Next Chapter,Jonathan Brandis,Karin Howard,Adventure,USA,George Miller,PG,5.1,1990,8-2-1991,90
Rosencrantz & Guildenstern Are Dead,Gary Oldman,Tom Stoppard,Comedy,UK,Tom Stoppard,PG,7.6,1990,8-2-1991,117
Heaven and Earth,Takaaki Enoki,Haruki Kadokawa,Action,Japan,Haruki Kadokawa,PG-13,7.1,1990,8-2-1991,104
Sleeping with the Enemy,Julia Roberts,Nancy Price,Drama,USA,Joseph Ruben,R,6.2,1991,8-2-1991,99
L.A. Story,Steve Martin,Steve Martin,Comedy,USA,Mick Jackson,PG-13,6.7,1991,8-2-1991,95
American Ninja 4: The Annihilation,Michael Dudikoff,Gideon Amir,Action,USA,Cedric Sundstrom,R,3.8,1990,8-3-1991,99
New Jack City,Wesley Snipes,Thomas Lee Wright,Action,USA,Mario Van Peebles,R,6.6,1991,8-3-1991,97
The Hard Way,Michael J. Fox,Lem Dobbs,Action,USA,John Badham,R,6.3,1991,8-3-1991,111
Love & Murder,Todd Waring,Steven Hilliard Stern,Crime,Canada,Steven Hilliard Stern,R,4.4,1990,8-11-1991,87
All I Want for Christmas,Harley Jane Kozak,Thom Eberhardt,Comedy,USA,Robert Lieberman,G,6,1991,8-11-1991,92
Strictly Business,Tommy Davidson,Pam Gibson,Comedy,USA,Kevin Hooks,PG-13,5.4,1991,8-11-1991,100
Double Impact,Jean-Claude Van Damme,Sheldon Lettich,Action,USA,Sheldon Lettich,R,5.5,1991,9-8-1991,110
Delirious,John Candy,Lawrence J. Cohen,Comedy,USA,Tom Mankiewicz,PG,5.7,1991,9-8-1991,96
Pure Luck,Martin Short,Francis Veber,Comedy,USA,Nadia Tass,PG,5.7,1991,9-8-1991,96
Bingo,Cindy Williams,Jim Strain,Adventure,USA,Matthew Robbins,PG,4.7,1991,9-8-1991,100
Alice,Mia Farrow,Woody Allen,Comedy,USA,Woody Allen,PG-13,6.6,1990,10-1-1991,106
Switch,Ellen Barkin,Blake Edwards,Comedy,USA,Blake Edwards,R,5.7,1991,10-5-1991,103
F/X2,Bryan Brown,Robert T. Megginson,Action,USA,Richard Franklin,PG-13,5.8,1991,10-5-1991,108
Regarding Henry,Harrison Ford,J.J. Abrams,Drama,USA,Mike Nichols,PG-13,6.7,1991,10-7-1991,108
Warlock,Julian Sands,David Twohy,Action,USA,Steve Miner,R,6.2,1989,11-1-1991,103
Awakenings,Robert De Niro,Oliver Sacks,Biography,USA,Penny Marshall,PG-13,7.8,1990,11-1-1991,121
Lionheart,Jean-Claude Van Damme,S.N. Warren,Action,USA,Sheldon Lettich,R,6.1,1990,11-1-1991,108
Not Without My Daughter,Sally Field,Betty Mahmoody,Drama,USA,Brian Gilbert,PG-13,6.2,1991,11-1-1991,116
Frankie and Johnny,Al Pacino,Terrence McNally,Comedy,USA,Garry Marshall,R,6.7,1991,11-10-1991,118
Ernest Scared Stupid,Jim Varney,John R. Cherry III,Comedy,USA,John R. Cherry III,PG,5.7,1991,11-10-1991,91
Shattered,Tom Berenger,Richard Neely,Crime,USA,Wolfgang Petersen,R,6.5,1991,11-10-1991,98
Stepping Out,Liza Minnelli,Richard Harris,Comedy,USA,Lewis Gilbert,PG,6.4,1991,11-10-1991,106
The Taking of Beverly Hills,Ken Wahl,Sidney J. Furie,Action,USA,Sidney J. Furie,R,4.9,1991,11-10-1991,96
